MAGN	Consumer Defensive	Household & Personal Products
MAN	Industrials	Staffing & Employment Services
MAX	Communication Services	Internet Content & Information
MC	Financial Services	Capital Markets
MFA	Real Estate	REIT - Mortgage
MDU	Utilities	Utilities - Regulated Gas
MCY	Financial Services	Insurance - Property & Casualty
MEI	Technology	Electronic Components
MCK	Healthcare	Medical Distribution
MG	Industrials	Security & Protection Services
MGY	Energy	Oil & Gas E&P
MHO	Consumer Cyclical	Residential Construction
MLR	Consumer Cyclical	Auto Parts
MOH	Healthcare	Healthcare Plans
MKL	Financial Services	Insurance - Property & Casualty
MMS	Industrials	Specialty Business Services
MP	Basic Materials	Other Industrial Metals & Mining
MO	Consumer Defensive	Tobacco
MIR.US	Industrials	Specialty Industrial Machinery
MPT	Real Estate	REIT - Healthcare Facilities
MSGS	Communication Services	Entertainment
MSDL	Financial Services	Asset Management
MRP	Real Estate	REIT - Residential
MS	Financial Services	Capital Markets
MTDR	Energy	Oil & Gas E&P
MUX	Basic Materials	Other Precious Metals & Mining
MTW	Industrials	Farm & Heavy Construction Machinery
MTN	Consumer Cyclical	Resorts & Casinos
MUFG	Financial Services	Banks - Diversified
NATL	Technology	Software - Application
MT.US	Basic Materials	Steel
NABL	Technology	Information Technology Services
MXL	Technology	Semiconductors
NEM	Basic Materials	Gold
NEXA	Basic Materials	Other Industrial Metals & Mining
NCLH	Consumer Cyclical	Travel Services
NGG	Utilities	Utilities - Regulated Electric
NGVT	Basic Materials	Specialty Chemicals
NIQ		
NLOP	Real Estate	REIT - Office
NI	Utilities	Utilities - Regulated Gas
NOAH	Financial Services	Asset Management
NOK	Technology	Communication Equipment
NRGV	Utilities	Utilities - Renewable
NPK	Industrials	Aerospace & Defense
NPWR	Industrials	Specialty Industrial Machinery
NMR.US	Financial Services	Capital Markets
NOV	Energy	Oil & Gas Equipment & Services
NUS	Consumer Defensive	Household & Personal Products
NWG	Financial Services	Banks - Regional
NTST	Real Estate	REIT - Retail
NVGS	Energy	Oil & Gas Midstream
NVS	Healthcare	Drug Manufacturers - General
OBDC	Financial Services	Asset Management
NXRT	Real Estate	REIT - Residential
NXDR	Communication Services	Internet Content & Information
OFRM	Consumer Defensive	Packaged Foods
OGS	Utilities	Utilities - Regulated Gas
OII	Energy	Oil & Gas Equipment & Services
ODC	Basic Materials	Specialty Chemicals
ONL	Real Estate	REIT - Office
OKLO	Utilities	Utilities - Independent Power Producers
ONTO	Technology	Semiconductor Equipment & Materials
OMC	Communication Services	Advertising Agencies
ORN	Industrials	Engineering & Construction
OPFI	Financial Services	Credit Services
ORC	Real Estate	REIT - Mortgage
OUT	Real Estate	REIT - Specialty
OPY	Financial Services	Capital Markets
OSK	Industrials	Farm & Heavy Construction Machinery
OXM	Consumer Cyclical	Apparel Manufacturing
P	Technology	Computer Hardware
PAG	Consumer Cyclical	Auto & Truck Dealerships
PATH	Technology	Software - Infrastructure
PANW	Technology	Software - Infrastructure
PCRX	Healthcare	Drug Manufacturers - Specialty & Generic
PB	Financial Services	Banks - Regional
PBH	Healthcare	Drug Manufacturers - Specialty & Generic
PEB	Real Estate	REIT - Hotel & Motel
PFSI	Financial Services	Mortgage Finance
PHIN	Consumer Cyclical	Auto Parts
PII	Consumer Cyclical	Recreational Vehicles
PH	Industrials	Specialty Industrial Machinery
PFE	Healthcare	Drug Manufacturers - General
PLNT	Consumer Cyclical	Leisure
PL	Industrials	Aerospace & Defense
PKE	Industrials	Aerospace & Defense
PIPR	Financial Services	Capital Markets
PM	Consumer Defensive	Tobacco
PRI	Financial Services	Insurance - Life
PRMB	Consumer Defensive	Beverages - Non-Alcoholic
PRKS	Consumer Cyclical	Leisure
PSO	Communication Services	Publishing
PPL	Utilities	Utilities - Regulated Electric
PSA	Real Estate	REIT - Industrial
POR	Utilities	Utilities - Regulated Electric
PNFP	Financial Services	Banks - Regional
PSX	Energy	Oil & Gas Refining & Marketing
RC	Real Estate	REIT - Mortgage
RCUS	Healthcare	Biotechnology
Q	Technology	Semiconductor Equipment & Materials
RACE	Consumer Cyclical	Auto Manufacturers
RBA	Industrials	Specialty Business Services
PVH	Consumer Cyclical	Apparel Manufacturing
REI	Energy	Oil & Gas E&P
REZI	Industrials	Industrial Distribution
RITM	Real Estate	REIT - Mortgage
RES	Energy	Oil & Gas Equipment & Services
RHP	Real Estate	REIT - Hotel & Motel
QUAD.US	Industrials	Specialty Business Services
RGR	Industrials	Aerospace & Defense
RDW.US	Industrials	Aerospace & Defense
RMAX	Real Estate	Real Estate Services
RL	Consumer Cyclical	Apparel Manufacturing
RNGR	Energy	Oil & Gas Equipment & Services
ROG	Technology	Electronic Components
RRC	Energy	Oil & Gas E&P
RLJ	Real Estate	REIT - Hotel & Motel
RY	Financial Services	Banks - Diversified
RPC.US	Financial Services	Asset Management
RVTY	Healthcare	Diagnostics & Research
RSG	Industrials	Waste Management
SA	Basic Materials	Gold
RYZ	Industrials	Metal Fabrication
SBSI	Financial Services	Banks - Regional
SAM	Consumer Defensive	Beverages - Brewers
SCHW	Financial Services	Capital Markets
SCM	Financial Services	Asset Management
SARO	Industrials	Aerospace & Defense
SE	Consumer Cyclical	Internet Retail
SFBS	Financial Services	Banks - Regional
RTO.US	Industrials	Specialty Business Services
SITE	Industrials	Industrial Distribution
SHAK	Consumer Cyclical	Restaurants
SHW	Basic Materials	Specialty Chemicals
SKT	Real Estate	REIT - Retail
SEI.US	Energy	Oil & Gas Equipment & Services
SLF	Financial Services	Insurance - Diversified
SLVM	Basic Materials	Paper & Paper Products
SMBK	Financial Services	Banks - Regional
SMWB	Technology	Software - Application
SOBO	Energy	Oil & Gas Midstream
SNOW	Technology	Software - Application
SON	Consumer Cyclical	Packaging & Containers
SNAP	Communication Services	Internet Content & Information
SPNT	Financial Services	Insurance - Reinsurance
SPGI	Financial Services	Financial Data & Stock Exchanges
SSMR	Basic Materials	Other Industrial Metals & Mining
SPB	Consumer Defensive	Household & Personal Products
SQM	Basic Materials	Specialty Chemicals
SRFM	Industrials	Airlines
SSB	Financial Services	Banks - Regional
SMP.US	Consumer Cyclical	Auto Parts
STE	Healthcare	Medical Devices
STWD	Real Estate	REIT - Mortgage
STAG	Real Estate	REIT - Industrial
SW	Consumer Cyclical	Packaging & Containers
SXC	Basic Materials	Coking Coal
SYF	Financial Services	Credit Services
TAL	Consumer Defensive	Education & Training Services
STT	Financial Services	Asset Management
STM.US	Technology	Semiconductors
SUI.US	Real Estate	REIT - Residential
TBBB	Consumer Defensive	Discount Stores
TD	Financial Services	Banks - Diversified
TDG	Industrials	Aerospace & Defense
TDW	Energy	Oil & Gas Equipment & Services
TECK	Basic Materials	Copper
T.US	Communication Services	Telecom Services
TFPM	Basic Materials	Other Precious Metals & Mining
TGLS	Basic Materials	Building Materials
TEX	Industrials	Farm & Heavy Construction Machinery
THC	Healthcare	Medical Care Facilities
TIC	Industrials	Specialty Business Services
TK	Energy	Oil & Gas Midstream
TEN.US	Energy	Oil & Gas Midstream
TMP	Financial Services	Banks - Regional
TKR	Industrials	Tools & Accessories
TNK	Energy	Oil & Gas Midstream
TM	Consumer Cyclical	Auto Manufacturers
TOPS	Energy	Oil & Gas Midstream
TPVG	Financial Services	Asset Management
TREX	Industrials	Building Products & Equipment
TPC	Industrials	Engineering & Construction
TT	Industrials	Building Products & Equipment
TRV	Financial Services	Insurance - Property & Casualty
TRP	Energy	Oil & Gas Midstream
TSLX	Financial Services	Asset Management
TX	Basic Materials	Steel
TTE	Energy	Oil & Gas Integrated
TV	Communication Services	Telecom Services
TRN.US	Industrials	Railroads
TYL	Technology	Software - Application
UAA	Consumer Cyclical	Apparel Manufacturing
UFI	Consumer Cyclical	Textile Manufacturing
UBER	Technology	Software - Application
UHS	Healthcare	Medical Care Facilities
UDR	Real Estate	REIT - Residential
UP	Industrials	Airports & Air Services
UNH	Healthcare	Healthcare Plans
URI	Industrials	Rental & Leasing Services
UMH	Real Estate	REIT - Residential
USFD	Consumer Defensive	Food Distribution
UTI	Consumer Defensive	Education & Training Services
UUUU	Energy	Uranium
UL.US	Consumer Defensive	Household & Personal Products
UWMC	Financial Services	Mortgage Finance
VGNT	Consumer Cyclical	Auto Parts
VIK	Consumer Cyclical	Travel Services
VAL.US	Energy	Oil & Gas Drilling
VLTO	Industrials	Pollution & Treatment Controls
VLN	Technology	Semiconductors
VIST	Energy	Oil & Gas E&P
VMRK	Real Estate	REIT - Residential
VET.US	Energy	Oil & Gas E&P
VRT	Industrials	Electrical Equipment & Parts
VST	Utilities	Utilities - Independent Power Producers
VTEX	Technology	Software - Application
VOYA.US	Financial Services	Financial Conglomerates
VVX	Industrials	Aerospace & Defense
VTR	Real Estate	REIT - Healthcare Facilities
WAT	Healthcare	Diagnostics & Research
WCC	Industrials	Industrial Distribution
WDS	Energy	Oil & Gas E&P
WH	Consumer Cyclical	Lodging
W.US	Consumer Cyclical	Internet Retail
WF	Financial Services	Banks - Regional
WHR	Consumer Cyclical	Furnishings, Fixtures & Appliances
WM	Industrials	Waste Management
WKC	Energy	Oil & Gas Refining & Marketing
WMS	Industrials	Building Products & Equipment
WPP	Communication Services	Advertising Agencies
WS	Basic Materials	Steel
WOR	Industrials	Metal Fabrication
XHR	Real Estate	REIT - Hotel & Motel
WU	Financial Services	Credit Services
WTRG	Utilities	Utilities - Regulated Water
WST	Healthcare	Medical Instruments & Supplies
XPOF	Consumer Cyclical	Leisure
XPER	Technology	Software - Application
YELP	Communication Services	Internet Content & Information
WELL.US	Real Estate	REIT - Healthcare Facilities
XYZ	Technology	Software - Infrastructure
YSS	Industrials	Aerospace & Defense
YXT	Technology	Software - Application
ZBH	Healthcare	Medical Devices
ZGN	Consumer Cyclical	Apparel Manufacturing
ZIP	Communication Services	Internet Content & Information
YMM	Technology	Software - Application
OCSL	Financial Services	Asset Management
OBT	Financial Services	Banks - Regional
ZWS	Industrials	Pollution & Treatment Controls
OFLX	Industrials	Specialty Industrial Machinery
OKTA	Technology	Software - Infrastructure
ODFL	Industrials	Trucking
OLLI	Consumer Defensive	Discount Stores
OMAB	Industrials	Airports & Air Services
OMER	Healthcare	Biotechnology
OPAL	Industrials	Engineering & Construction
ONC	Healthcare	Biotechnology
OPENL		
OPK	Healthcare	Diagnostics & Research
OPRX	Healthcare	Health Information Services
OSIS	Technology	Electronic Components
OTEX	Technology	Software - Application
ORKA	Healthcare	Biotechnology
OUST	Technology	Electronic Components
OZK	Financial Services	Banks - Regional
TGS.OL	Energy	Oil & Gas Equipment & Services
BIGGQ	Consumer Defensive	Discount Stores
AMLIF	Basic Materials	Other Industrial Metals & Mining
STB.OL	Financial Services	Financial Conglomerates
ATHXQ	Healthcare	Biotechnology
CNDA	Financial Services	Shell Companies
EVCO	Financial Services	Shell Companies
GOEVQ	Consumer Cyclical	Auto Manufacturers
FTCHQ	Consumer Cyclical	Internet Retail
JTKWY		
MARK	Technology	Software - Infrastructure
MDRX	Healthcare	Health Information Services
MTBLY	Technology	Software - Application
QTTOY	Communication Services	Internet Content & Information
SBNY	Financial Services	Banks - Regional
SICP	Financial Services	Banks - Regional
SDZNY	Healthcare	Drug Manufacturers - Specialty & Generic
NTDOY	Communication Services	Electronic Gaming & Multimedia
SMNR	Healthcare	Biotechnology
LOGC	Consumer Cyclical	Internet Retail
SRNE	Healthcare	Biotechnology
TBLT	Industrials	Tools & Accessories
ZOMDF	Healthcare	Medical Devices
VISL	Technology	Communication Equipment
PAYS	Technology	Software - Infrastructure
PAHC	Healthcare	Drug Manufacturers - Specialty & Generic
PBYI	Healthcare	Biotechnology
PAX	Financial Services	Asset Management
PDD	Consumer Cyclical	Internet Retail
PDSB	Healthcare	Biotechnology
PEGA	Technology	Software - Application
PAAS	Basic Materials	Gold
PFIS	Financial Services	Banks - Regional
PCTY	Technology	Software - Application
PHUN	Technology	Software - Application
PEP	Consumer Defensive	Beverages - Non-Alcoholic
PGNY	Healthcare	Healthcare Plans
PICS	Technology	Software - Infrastructure
PLMR	Financial Services	Insurance - Property & Casualty
PLAB	Technology	Semiconductor Equipment & Materials
PLSE	Healthcare	Medical Instruments & Supplies
PETS.US	Healthcare	Pharmaceutical Retailers
PODD	Healthcare	Medical Devices
PONY	Technology	Information Technology Services
PLUG	Industrials	Electrical Equipment & Parts
PPLI	Communication Services	Internet Content & Information
PMTS	Financial Services	Credit Services
POWL	Industrials	Electrical Equipment & Parts
PRLD	Healthcare	Biotechnology
PRAA	Financial Services	Credit Services
PSMT	Consumer Defensive	Discount Stores
PRCT	Healthcare	Medical Devices
PSEC	Financial Services	Asset Management
PROK	Healthcare	Biotechnology
PRTA	Healthcare	Biotechnology
PTON	Consumer Cyclical	Leisure
PTEN	Energy	Oil & Gas Drilling
ABVX.PA	Healthcare	Biotechnology
PVLA	Healthcare	Biotechnology
PZZA	Consumer Cyclical	Restaurants
ABCA.PA	Financial Services	Asset Management
ALAFY.PA	Basic Materials	Specialty Chemicals
ALAGR.PA	Consumer Defensive	Farm Products
ACAN.PA	Real Estate	REIT - Office
AKE.PA	Basic Materials	Specialty Chemicals
AF.PA	Industrials	Airlines
ALBOA.PA	Industrials	Specialty Industrial Machinery
ALBIO.PA	Healthcare	Medical Devices
ALAVI.PA	Consumer Defensive	Beverages - Wineries & Distilleries
ALCRB.PA	Basic Materials	Specialty Chemicals
ALCGM.PA	Healthcare	Health Information Services
ALCLA.PA	Technology	Software - Application
ALCAF.PA	Consumer Cyclical	Home Improvement Retail
ALCOG.PA	Basic Materials	Lumber & Wood Production
ALDRV.PA	Technology	Computer Hardware
ALDBT.PA	Industrials	Specialty Industrial Machinery
ALDLT.PA	Consumer Cyclical	Footwear & Accessories
ALECO.PA	Consumer Defensive	Food Distribution
ALESE.PA	Utilities	Utilities - Renewable
ALENO.PA	Industrials	Specialty Industrial Machinery
ALFLO.PA	Basic Materials	Agricultural Inputs
ALGEN.PA	Healthcare	Biotechnology
ALFRE.PA	Industrials	Staffing & Employment Services
ALGIR.PA	Industrials	Railroads
ALHOP.PA	Communication Services	Advertising Agencies
ALHRS.PA	Consumer Cyclical	Specialty Retail
ALIMP.PA	Healthcare	Medical Devices
ALHF.PA	Technology	Communication Equipment
ALIBR.PA	Industrials	Aerospace & Defense
ALKLA.PA	Communication Services	Advertising Agencies
ALKAL.PA	Technology	Semiconductors
ALINV.PA	Communication Services	Advertising Agencies
ALLDL.PA	Technology	Electronics & Computer Distribution
ALMDG.PA	Technology	Computer Hardware
ALMOU.PA	Basic Materials	Lumber & Wood Production
ALLOG.PA	Technology	Computer Hardware
ALMIN.PA	Utilities	Utilities - Renewable
ALNXT.PA	Communication Services	Advertising Agencies
ALNFL.PA	Healthcare	Biotechnology
ALNRG.PA	Technology	Software - Application
ALOKW.PA	Utilities	Utilities - Renewable
ALORD.PA	Technology	Computer Hardware
ALPRG.PA	Technology	Software - Application
ALPDX.PA	Consumer Cyclical	Leisure
ALRPD.PA	Consumer Defensive	Packaged Foods
ALSMA.PA	Healthcare	Health Information Services
ALSPW.PA	Healthcare	Medical Instruments & Supplies
ALTHO.PA	Technology	Computer Hardware
ALTOO.PA	Industrials	Rental & Leasing Services
ALTA.PA	Real Estate	REIT - Residential
ALUPG.PA	Consumer Cyclical	Specialty Retail
ALTUV.PA	Industrials	Pollution & Treatment Controls
ALVDM.PA	Consumer Cyclical	Travel Services
ALPWG.PA	Technology	Computer Hardware
ALVU.PA	Consumer Cyclical	Internet Retail
ALWIN.PA	Communication Services	Internet Content & Information
AM.PA	Industrials	Aerospace & Defense
ATE.PA	Technology	Information Technology Services
ARAMI.PA	Consumer Cyclical	Auto & Truck Dealerships
AUB.PA	Technology	Information Technology Services
BIM.PA	Healthcare	Diagnostics & Research
AYV.PA	Industrials	Rental & Leasing Services
BB.PA	Consumer Defensive	Household & Personal Products
BNP.PA	Financial Services	Banks - Regional
BVI.PA	Industrials	Consulting Services
CBOT.PA	Real Estate	Real Estate - Diversified
BON.PA	Consumer Defensive	Packaged Foods
CDA.PA	Consumer Cyclical	Leisure
CAP.PA	Technology	Information Technology Services
CIV.PA	Financial Services	Banks - Regional
CO.PA	Consumer Defensive	Grocery Stores
COTY.PA	Consumer Defensive	Household & Personal Products
CVX.PA	Healthcare	Medical Devices
CRAP.PA	Financial Services	Banks - Regional
DEC.PA	Communication Services	Advertising Agencies
CRSU.PA	Financial Services	Banks - Regional
CRI.PA	Industrials	Conglomerates
EAPI.PA	Healthcare	Drug Manufacturers - Specialty & Generic
DIM.PA	Healthcare	Medical Instruments & Supplies
ENX.PA	Financial Services	Financial Data & Stock Exchanges
ELEC.PA	Utilities	Utilities - Renewable
FDE.PA	Energy	Oil & Gas E&P
EMEIS.PA	Healthcare	Medical Care Facilities
ERF.PA	Healthcare	Diagnostics & Research
EXE.PA	Industrials	Farm & Heavy Construction Machinery
FGR.PA	Industrials	Engineering & Construction
EFG.PA	Communication Services	Entertainment
FR.PA	Consumer Cyclical	Auto Parts
GBT.PA	Healthcare	Medical Devices
GRVO.PA	Basic Materials	Agricultural Inputs
HCO.PA	Communication Services	Advertising Agencies
GET.PA	Industrials	Railroads
GLO.PA	Industrials	Specialty Business Services
IAM.PA	Communication Services	Telecom Services
IDL.PA	Industrials	Integrated Freight & Logistics
INF.PA	Technology	Information Technology Services
IPS.PA	Industrials	Consulting Services
KOF.PA	Consumer Cyclical	Residential Construction
LBIRD.PA	Healthcare	Diagnostics & Research
JBOG.PA	Consumer Defensive	Household & Personal Products
LR.PA	Industrials	Electrical Equipment & Parts
MAAT.PA	Healthcare	Biotechnology
LIN.PA	Technology	Software - Application
MEMS.PA	Technology	Semiconductor Equipment & Materials
ML.PA		
MRN.PA	Industrials	Electrical Equipment & Parts
MC.PA	Consumer Cyclical	Luxury Goods
NRO.PA	Technology	Information Technology Services
NAE.PA	Energy	Oil & Gas Refining & Marketing
NK.PA	Basic Materials	Specialty Chemicals
OPM.PA	Consumer Cyclical	Auto Parts
PARRO.PA	Technology	Communication Equipment
OSE.PA	Healthcare	Biotechnology
PLX.PA	Industrials	Specialty Business Services
PEUG.PA	Financial Services	Asset Management
PRC.PA	Communication Services	Internet Content & Information
RBO.PA	Consumer Cyclical	Furnishings, Fixtures & Appliances
RF.PA	Financial Services	Asset Management
RNO.PA	Consumer Cyclical	Auto Manufacturers
SESG.PA	Communication Services	Broadcasting
S30.PA	Technology	Information Technology Services
STF.PA	Industrials	Integrated Freight & Logistics
SCHP.PA	Industrials	Waste Management
SAN.PA	Healthcare	Drug Manufacturers - General
SK.PA	Consumer Cyclical	Furnishings, Fixtures & Appliances
SU.PA	Industrials	Specialty Industrial Machinery
SOP.PA	Technology	Information Technology Services
TNG.PA	Healthcare	Biotechnology
VLA.PA	Healthcare	Biotechnology
TE.PA	Energy	Oil & Gas Equipment & Services
TFI.PA	Communication Services	Broadcasting
VIRP.PA	Healthcare	Drug Manufacturers - General
VIE.PA	Industrials	Waste Management
VANTI.PA	Communication Services	Entertainment
VRLA.PA	Consumer Cyclical	Packaging & Containers
UBI.PA	Communication Services	Electronic Gaming & Multimedia
QBTS	Technology	Computer Hardware
WAVE.PA	Technology	Information Technology Services
QLYS	Technology	Software - Infrastructure
QDEL	Healthcare	Medical Devices
QRVO	Technology	Semiconductors
QTRX	Healthcare	Medical Devices
RCAT	Industrials	Aerospace & Defense
QURE	Healthcare	Biotechnology
RCKY	Consumer Cyclical	Footwear & Accessories
RBB	Financial Services	Banks - Regional
REAL	Consumer Cyclical	Luxury Goods
RDNW	Consumer Cyclical	Auto & Truck Dealerships
RELY	Technology	Software - Infrastructure
REGN	Healthcare	Biotechnology
RGCO	Utilities	Utilities - Regulated Gas
REPL	Healthcare	Biotechnology
RGNX	Healthcare	Biotechnology
RHLD	Industrials	Specialty Business Services
RKLB	Industrials	Aerospace & Defense
RMBS	Technology	Semiconductors
RILY	Financial Services	Financial Conglomerates
ROKU	Communication Services	Entertainment
RMTI	Healthcare	Drug Manufacturers - Specialty & Generic
RPRX	Healthcare	Biotechnology
ROAD	Industrials	Engineering & Construction
ROST	Consumer Cyclical	Apparel Retail
RUM	Communication Services	Internet Content & Information
RRGB	Consumer Cyclical	Restaurants
RYAAY	Industrials	Airlines
RXRX	Healthcare	Biotechnology
RZLV	Technology	Software - Infrastructure
SBET	Financial Services	Capital Markets
SANM	Technology	Electronic Components
RUSHB.US	Consumer Cyclical	Auto & Truck Dealerships
SCLX	Healthcare	Drug Manufacturers - General
SCYX	Healthcare	Drug Manufacturers - Specialty & Generic
SEDG	Technology	Solar
SBRA	Real Estate	REIT - Healthcare Facilities
SAIL	Technology	Software - Infrastructure
SENEA	Consumer Defensive	Packaged Foods
SEZL	Financial Services	Credit Services
SFM	Consumer Defensive	Grocery Stores
SHLS	Technology	Solar
SGRY	Healthcare	Medical Care Facilities
SGML	Basic Materials	Other Industrial Metals & Mining
SHOP	Technology	Software - Application
SFWL	Industrials	Integrated Freight & Logistics
SHC	Healthcare	Diagnostics & Research
SIGI	Financial Services	Insurance - Property & Casualty
SITM	Technology	Semiconductors
SINT	Healthcare	Medical Devices
SLDP	Consumer Cyclical	Auto Parts
SKIN	Consumer Defensive	Household & Personal Products
SLAB	Technology	Semiconductors
SLRC	Financial Services	Asset Management
SLMT	Technology	Software - Infrastructure
SMMT	Healthcare	Biotechnology
SMTI	Healthcare	Medical Instruments & Supplies
SPCX	Industrials	Aerospace & Defense
SNDX	Healthcare	Biotechnology
SOLS	Basic Materials	Specialty Chemicals
SNPS	Technology	Software - Infrastructure
SPRY	Healthcare	Biotechnology
SPTX	Healthcare	Biotechnology
SPOK	Healthcare	Health Information Services
SSRM	Basic Materials	Gold
SRCE	Financial Services	Banks - Regional
SRTA	Healthcare	Medical Care Facilities
STHO	Real Estate	Real Estate Services
STBA	Financial Services	Banks - Regional
STLN	Healthcare	Medical Care Facilities
STRO	Healthcare	Biotechnology
STRA	Consumer Defensive	Education & Training Services
SUJA	Consumer Defensive	Beverages - Non-Alcoholic
STRF	Technology	Software - Application
SVRA	Healthcare	Biotechnology
SUPX	Technology	Software - Infrastructure
SWMR	Technology	Software - Infrastructure
SYNA	Technology	Semiconductors
AAK.ST	Consumer Defensive	Packaged Foods
AFRY.ST	Industrials	Engineering & Construction
ASKER.ST	Healthcare	Medical Distribution
ATCO-A.ST	Industrials	Specialty Industrial Machinery
ALLEI.ST	Basic Materials	Steel
BALDB.ST	Real Estate	Real Estate - Diversified
ANODb.ST	Technology	Information Technology Services
BRAV.ST	Industrials	Engineering & Construction
BETSB.ST	Consumer Cyclical	Gambling
DYVOX.ST	Healthcare	Medical Instruments & Supplies
EMBRACB.ST	Communication Services	Electronic Gaming & Multimedia
BIOGb.ST	Healthcare	Drug Manufacturers - Specialty & Generic
CAMX.ST	Healthcare	Biotechnology
CIBUS.ST	Real Estate	Real Estate - Diversified
COFFEEB.ST	Communication Services	Electronic Gaming & Multimedia
EPIA.ST	Industrials	Farm & Heavy Construction Machinery
HOFI.ST	Financial Services	Credit Services
EVO.ST	Consumer Cyclical	Gambling
HEXA-B.ST	Technology	Scientific & Technical Instruments
HTRO.ST	Technology	Communication Equipment
ERIC-A.ST	Technology	Communication Equipment
INDU-A.ST	Financial Services	Asset Management
INTRUM.ST	Financial Services	Credit Services
INWI.ST	Industrials	Building Products & Equipment
JM.ST	Consumer Cyclical	Residential Construction
LAGRb.ST	Industrials	Conglomerates
LUMI.ST	Basic Materials	Copper
MMGRb.ST	Industrials	Industrial Distribution
LIFCOb.ST	Industrials	Conglomerates
MYCR.ST	Industrials	Specialty Industrial Machinery
NOLAb.ST	Healthcare	Medical Devices
OVZON.ST	Communication Services	Telecom Services
PEABb.ST	Industrials	Engineering & Construction
ROKOb.ST	Financial Services	Asset Management
SINCH.ST	Communication Services	Telecom Services
SAGAb.ST	Real Estate	Real Estate Services
SBBb.ST	Real Estate	Real Estate Services
SKF-A.ST	Industrials	Tools & Accessories
SHB-A.ST	Financial Services	Banks - Diversified
SLPb.ST	Real Estate	Real Estate Services
STORYb.ST	Communication Services	Publishing
SECTb.ST	Healthcare	Medical Devices
SWED-A.ST	Financial Services	Banks - Regional
TREL-B.ST	Industrials	Specialty Industrial Machinery
VIMIAN.ST	Healthcare	Diagnostics & Research
TEL2B.ST	Communication Services	Telecom Services
VOLV-A.ST	Industrials	Farm & Heavy Construction Machinery
WIHL.ST	Real Estate	Real Estate Services
AD8.ASX	Technology	Electronic Components
ALD.ASX	Energy	Oil & Gas Refining & Marketing
ZZb.ST	Consumer Defensive	Packaged Foods
ALU.ASX	Basic Materials	Other Industrial Metals & Mining
AMP.ASX	Financial Services	Financial Conglomerates
ARB.ASX	Consumer Cyclical	Auto Parts
AOV.ASX	Consumer Cyclical	Auto Parts
BOE.ASX	Energy	Uranium
BGL.ASX	Basic Materials	Gold
AUB.ASX	Financial Services	Insurance Brokers
BAP.ASX	Consumer Cyclical	Specialty Retail
BRG.ASX	Consumer Cyclical	Furnishings, Fixtures & Appliances
CAR.ASX	Communication Services	Internet Content & Information
CKF.ASX	Consumer Cyclical	Restaurants
CHN.ASX	Basic Materials	Other Industrial Metals & Mining
CDA.ASX	Technology	Scientific & Technical Instruments
COL.ASX	Consumer Defensive	Grocery Stores
CMW.ASX	Real Estate	REIT - Office
BVR.ASX	Basic Materials	Other Industrial Metals & Mining
CQR.ASX	Real Estate	REIT - Retail
ELV.ASX	Basic Materials	Other Industrial Metals & Mining
CTD.ASX	Consumer Cyclical	Travel Services
DRR.ASX	Basic Materials	Other Industrial Metals & Mining
EVT.ASX	Communication Services	Entertainment
DNL.ASX	Basic Materials	Specialty Chemicals
CXO.ASX	Basic Materials	Other Industrial Metals & Mining
FMG.ASX	Basic Materials	Other Industrial Metals & Mining
DXS.ASX	Real Estate	REIT - Office
GMG.ASX	Real Estate	REIT - Diversified
HLS.ASX	Healthcare	Diagnostics & Research
IEL.ASX	Consumer Defensive	Education & Training Services
GPT.ASX	Real Estate	REIT - Diversified
HVN.ASX	Consumer Cyclical	Specialty Retail
IMD.ASX	Industrials	Farm & Heavy Construction Machinery
JBH.ASX	Consumer Cyclical	Specialty Retail
ING.ASX	Consumer Defensive	Farm Products
KAR.ASX	Energy	Oil & Gas E&P
LIC.ASX	Real Estate	Real Estate - Diversified
LOV.ASX	Consumer Cyclical	Specialty Retail
MAQ.ASX	Technology	Information Technology Services
MIN.ASX	Basic Materials	Other Industrial Metals & Mining
MP1.ASX	Technology	Software - Infrastructure
NAN.ASX	Healthcare	Medical Instruments & Supplies
NEU.ASX	Healthcare	Biotechnology
MTS.ASX	Consumer Defensive	Food Distribution
NIC.ASX	Basic Materials	Other Industrial Metals & Mining
NWL.ASX	Technology	Software - Application
NUF.ASX	Basic Materials	Agricultural Inputs
ORA.ASX	Consumer Cyclical	Packaging & Containers
PDN.ASX	Energy	Uranium
PMV.ASX	Consumer Cyclical	Apparel Retail
PPT.ASX	Financial Services	Asset Management
PXA.ASX	Technology	Software - Application
RGN.ASX	Real Estate	REIT - Retail
RDX.ASX	Basic Materials	Chemicals
RRL.ASX	Basic Materials	Gold
RIO.ASX	Basic Materials	Other Industrial Metals & Mining
SCG.ASX	Real Estate	REIT - Retail
SEK.ASX	Communication Services	Internet Content & Information
SHL.ASX	Healthcare	Diagnostics & Research
SLX.ASX	Technology	Semiconductors
SPK.ASX	Communication Services	Telecom Services
SUN.ASX	Financial Services	Insurance - Property & Casualty
SGM.ASX	Basic Materials	Steel
TLX.ASX	Healthcare	Biotechnology
TCL.ASX	Industrials	Infrastructure Operations
VCX.ASX	Real Estate	REIT - Retail
TPW.ASX	Consumer Cyclical	Specialty Retail
WEB.ASX	Consumer Cyclical	Travel Services
WHC.ASX	Energy	Thermal Coal
XRO.ASX	Technology	Software - Application
VUL.ASX	Basic Materials	Other Industrial Metals & Mining
